0 8429438 9972181 10183905
1 8089609 10066509 10225085
2 8183324 9967876 10267678
3 7961667 9822211 10288275
4 7883456 9919017 10229055
5 7922691 9560993 10293799
6 7650672 9772010 10284738
7 7904857 9510306 10262737
8 7556047 9600741 10283170
9 7944555 9581536 10144621
10 7834437 9635163 10240946
11 7921240 9866275 10211962
12 8079005 9694289 10280577
13 8014208 10041517 10223765
14 8335404 9896106 10208815
15 8181602 10081896 10174303
16 8442256 10075139 10177178
17 8377920 10086839 10209619
18 8338211 10280849 10185382
19 8393016 9997512 10223577
20 8090836 10189352 10256885
21 8206868 9868718 10298928
22 7858082 9952091 10288103
23 8046830 9860180 10291702
24 7939465 9764368 10284735
25 7795545 9815801 10281497
26 7846515 9499234 10299286
27 7639000 9786470 10276690
28 7915324 9503570 10232324
29 7741818 9717737 10207439
30 7902841 9657472 10239295
31 7843220 9658567 10228655
32 8006748 9946387 10234272
33 8226365 9749886 10121788
34 7999597 9991620 10186951
35 8376486 9874112 10085317
36 8189399 10051211 10146370
37 8410144 10058357 10142656
38 8313029 10026968 10181684
39 8292069 10209670 10192523
40 8352004 9921396 10223035
41 8081855 10183025 10252614
42 8284353 9824357 10186593
43 7809766 9864775 10316966
44 7957293 9793136 10295480
45 7802252 9667879 10270926
46 7808707 9794296 10253649
47 7911338 9568139 10211649
48 7792224 9858883 10238540
49 7968416 9544301 10244753
50 7753259 9833462 10300457
51 8089319 9895119 10251666
52 8064034 9842307 10198523
53 8076232 10010568 10217345
54 8309079 9936132 10280116
55 8191346 10313337 10272312
56 8324138 9951535 10361832
57 8213032 10234136 10302679
58 8443373 10246042 10272824
59 8276119 10106721 10255769
60 8285372 10302887 10283596
61 8293227 9951229 10301133
62 7997520 10093641 10253529
63 8259150 9824318 10188078
64 8013192 9957007 10128910
65 8079929 9696143 10137511
66 7805752 9594080 10279283
67 7709557 9747729 10234837
68 7892033 9519959 10220474
69 7803255 9834874 10152727
70 8135597 9622631 10132905
71 7905291 9894237 10189217
72 8095670 9890838 10290584
73 8050429 9815456 10249630
74 8248430 10127544 10147893
75 8512415 10010680 10135484
76 8279858 10365989 10245589
77 8460227 10170915 10304229
78 8091369 10210290 10336168
79 8283406 10072740 10326259
80 8218915 10084131 10331321
81 8227615 10299694 10328013
82 8227982 9978108 10362246
83 7871357 10109455 10421962
84 8049324 9825836 10427455
85 7703928 9916258 10439375
86 7922168 9838589 10361582
87 7814616 9690073 10354847
88 7875521 9898071 10274987
89 7949177 9617572 10265863
90 7707310 9848204 10249632
91 8009532 9639187 10266601
92 7880564 9929143 10296130
93 8203734 10030842 10321263
94 8121392 10026102 10382034
95 8228128 10388588 10458118
96 8368454 10156663 10416451
97 8185566 10505738 10456671
98 8423185 10271208 10497079
99 8140856 10432358 10531086
100 8282984 10317427 10515051
101 8034369 10188227 10569477
102 8108842 10332152 10478149
103 8149420 9984941 10456286
104 8058488 10247524 10372305
105 8177311 9859632 10339599
106 7915474 10021216 10316262
107 8099828 9981936 10376383
108 7927183 9883047 10368115
109 8051471 10108532 10361837
110 8176250 9946030 10363399
111 8052240 10234824 10356183
112 8330017 10008539 10333492
113 8149827 10312039 10385202
114 8554133 10335148 10326344
115 8484022 10395116 10320059
116 8518673 10530577 10300424
117 8556230 10221960 10286328
118 8391428 10543520 10305971
119 8676076 10246226 10247388
120 8425573 10480536 10298052
121 8535467 10313456 10322844
122 8276002 10122329 10227146
123 8163629 10130573 10241970
124 8181777 9814300 10256555
125 7804025 9918378 10248725
126 8080542 9665853 10228851
127 7848918 9841614 10241252
128 8053731 9785122 10202128
129 7964650 9724546 10190431
130 7989025 9917244 10136922
131 8127062 9659959 10171366
132 8014645 10072033 10170104
133 8393496 9836467 10113834
134 8248911 10191208 10133160
135 8508106 10205216 10185805
136 8423308 10099088 10130758
137 8421979 10270897 10121538
138 8432605 9945600 10072964
139 8206856 10127879 10139966
140 8303906 9827516 10175543
141 7974797 9928322 10223100
142 8139885 9806443 10176080
143 7891289 9603696 10131744
144 7854678 9725491 10164426
145 7815608 9372725 10180263
146 7596906 9584880 10093947
147 7866921 9265561 10033649
148 7675127 9444830 9984286
149 7889295 9433308 10038208
150 7755540 9390681 10096221
151 7873528 9676945 10099097
152 8051039 9475023 10035916
153 7969057 9815456 9991043
154 8293461 9643458 9958234
155 8194536 9883683 9829286
156 8508923 9815238 9805681
157 8440567 9834733 9830015
158 8431747 10007694 9853781
159 8485788 9735527 9880638
160 8089003 9910847 9975221
161 8343397 9570038 9853149
162 8014584 9569452 9842575
163 8104774 9446279 9807744
164 7924948 9349685 9827718
165 7801123 9518300 9983056
166 7813433 9276264 10045342
167 7615773 9518797 10039659
168 7879320 9267546 9970652
169 7630920 9382411 9942087
170 7941255 9447834 9908587
171 7992468 9414343 9883291
172 7978665 9673417 9911414
173 8194987 9480557 9899682
174 7909192 9690350 9942244
175 8368200 9669876 9890329
176 8250172 9844045 9905184
177 8438329 9854662 9873526
178 8291562 9657814 9838920
179 8218813 9789654 9815522
180 8354801 9527728 9855065
181 8058914 9801756 9902445
182 8197593 9421296 9909941
183 7742858 9404255 9961938
184 7985907 9446891 9934443
185 7777172 9260819 9979748
186 7580192 9364025 10041653
187 7627783 9025608 10010818
188 7508391 9346440 9992622
189 7855471 9186260 9938927
190 7816276 9406950 9795119
191 7980325 9378788 9846421
192 7948032 9317005 9855640
193 8063303 9690778 9804480
194 8245504 9452039 9816486
